1,26
6,16
10,24
18,13
28,15
31,18
4,25
8,20
9,22
26,18
30,20
47,15
21,27
23,20
35,18
39,22
46,22
2,17
12,20
27,26
49,17
14,19
25,29
41,11
5,17
15,31
24,25
45,16
22,18
36,29
37,17
13,15
17,19
29,18
44,21
3,19
38,18
34,19
40,23
43,21
48,13
16,16
32,14
20,15
11,14
7,17
33,12
42,18
19,11
